f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,label
4.535557234,-9.418700808,-2.865892056,2.015298051,5.872422114,-3.597888086,-6.75518787,0.839761548,1.545895767,1.752279536,-6.51077535,9.547185292,-9.297097251,-11.66267297,-0.140886559,12.231354,6.080012811,-10.05472353,-5.053785836,-4.968707833,-4.594803703,-9.665589882,-13.23917265,-1.225227391,-6.396532395,-4.135047053,-8.178149018,1.855611439,-2.964835246,-10.38532762,8.805379226,1.016936404,1.28922538,0.461681463,2.290300656,-0.788464985,9.355670579,-9.115256099,9.150526282,11.62418996,1.259817305,-1.691515484,9.097645249,-4.521212551,-10.05106906,-6.498261096,1.937159534,-7.712134972,-5.146887184,-10.20285363,15
-7.699896696,-8.913544616,-5.265779778,-8.183430247,7.995721796,-0.788925578,-6.894941346,-2.317999206,11.41260614,10.81222115,5.28275846,3.446834099,-6.317311597,1.918724179,-7.356546081,7.586409297,-3.961071998,-6.627574869,-1.317446517,-11.12877488,-0.893334369,-7.958705535,4.384411703,9.537714105,3.958717795,-7.373638418,-2.000137063,-4.130153065,-1.152002261,13.32462542,-10.66284571,0.205146915,-4.999010995,0.747170622,9.44173259,-3.129451159,-5.977104859,-9.036445928,-1.344631747,-4.132074369,-10.14722863,-1.527772866,-8.33317306,5.47098748,2.437210778,-0.740741848,5.956423375,-7.166940078,-3.433698254,-3.405390518,4
0.292333168,1.21290003,7.544503068,2.451068767,-10.22714557,5.842608688,6.729941803,-1.576714631,0.483283967,-2.028618505,2.464484649,-5.601095887,2.322905493,-8.104624452,2.655224594,2.0032266,-7.803809039,-6.803712032,-6.026152802,0.163045059,-6.889769024,5.102523109,0.006513244,6.53475117,11.21019177,5.863793184,-11.28806652,3.059500705,-9.142124624,-1.906538592,11.45320772,2.548838494,-3.897536156,3.701509967,12.28807582,-6.255703537,-9.806903885,5.063285104,2.179448346,-7.102178387,5.811498698,2.959319256,6.119472293,2.569971219,-5.640893291,0.963440641,13.55243241,-9.105911779,-5.621179107,3.515805167,6
7.568961994,-3.938122657,-5.329834753,2.882112603,6.791536457,-3.616292584,-5.966203005,-2.050627401,3.795228143,1.163056915,-6.520700446,5.354770335,-6.702188738,-3.014692767,2.420226915,5.475172501,3.2472293,-10.56015637,-3.60778158,-1.506428855,-0.252386539,-3.70918601,-6.524501849,-0.746051709,-6.479742727,-3.643860782,-5.304116044,-5.737909699,-4.034372296,-5.817966767,6.024934621,1.524584394,3.807748085,-1.533542593,3.901181201,-1.826038642,8.714630826,-2.882654525,4.487746451,2.571742159,7.427885742,-0.662620303,13.76538376,-12.26226639,-8.787794237,-9.906714512,-0.714283352,-0.991975476,-8.167791644,-6.322549355,15
11.08944589,-1.968962755,-5.538458014,-7.787518313,-6.340888808,5.756194981,-5.041415267,-11.45875075,-7.125318822,6.175092378,-4.644747314,2.558166595,-2.211458959,3.090670871,3.758340069,-2.854632573,-3.617334819,-9.087492807,8.635338215,-8.334017774,5.916042762,-1.396755967,7.690948837,-0.472198425,0.062565387,3.220431774,6.155183687,-4.258491499,0.003894068,-3.2034441,3.579856285,3.761201597,-7.447896916,10.36745518,-2.118682539,5.879129965,-6.606871704,3.373077581,-12.77179139,0.524687865,0.206842603,-5.662038715,7.063382409,7.349589055,9.759073892,3.121073644,2.069260799,-8.759450889,2.598213099,1.86499469,14
1.42189842,-4.198238909,-9.942555195,-1.278963336,1.877130553,-3.01733049,-8.127830604,-4.604391323,-2.023428138,5.14702314,1.727780841,-4.463401752,-0.36687695,-9.448248067,-3.888888149,2.321336614,6.581400873,-0.538590695,-8.217962568,-0.19177774,-6.270857578,16.3356928,1.423283062,-1.394419044,-7.543376651,0.349405451,-2.631774562,-9.382142612,3.559186501,4.361062128,9.213181241,2.072500906,-6.049869704,1.209942427,-6.010523028,-7.702546427,-7.78048768,-0.876691426,0.335661203,-3.360768242,-9.4024321,9.681735771,3.6700873,5.310240485,-2.247789437,1.510559552,-9.893435732,0.626389707,-11.43803289,4.579438012,9
-10.95298082,2.746073164,-12.22845637,-5.838730714,7.193752086,8.077237254,3.6936104,-2.866216293,8.079366141,-12.69408845,-3.599248828,-0.870309266,1.476577042,-1.692047193,-0.852753259,8.181255082,4.119096474,-3.516940585,-9.175385834,-1.585717385,1.996352836,5.371880295,10.3935517,1.505271121,-1.251880454,8.825084571,-3.943509972,-2.605338405,-0.492536624,-7.248463505,-1.768500767,-0.480177698,0.705474406,-1.82866918,-0.012520012,8.046395099,-7.010188622,9.742703674,-1.013392965,-7.852571996,-7.780688412,-6.379187651,0.425155753,-6.201675194,0.444320792,-10.04989319,6.376377261,6.855866376,1.07931874,4.804781219,12
4.254869119,-5.738469133,-8.532169536,0.844953113,0.054365123,-2.004780125,-3.145438737,-5.196453811,-0.23061561,5.744566432,1.182078503,-1.94983232,-3.75872926,-6.141962687,-6.332454826,0.897301818,2.531999068,2.56178613,-5.603852925,-2.231636719,0.880192964,7.28953716,2.678908395,-6.317053909,-6.725482308,-1.548070448,0.105842588,-9.511164525,3.654380794,-1.591423071,11.7047545,0.314321019,-7.900125467,5.857645218,1.07487275,-5.586380325,-1.677179028,-1.313819132,1.026055275,-0.655341068,-8.052545278,10.37201602,5.661940564,11.20646299,-9.758926447,-5.165627056,-10.01673954,2.229793848,-11.27818004,3.211234517,9
2.990488659,6.18491176,4.898378731,2.861436963,-9.744222401,-9.752459636,-1.853534568,-4.298240612,-8.914727502,9.071415742,-11.77816134,1.349134048,-4.384859327,9.952225224,12.50420192,-1.614079,10.80719178,7.065007965,-2.978418495,7.37334953,-13.03995029,0.370069501,-10.34362054,-2.39139921,9.416979311,-3.717443888,5.737159825,1.064668572,-5.871594619,-9.191273942,-5.014354876,3.864322557,-9.152376016,6.780888332,-1.07983463,-2.684923225,-3.484918887,-8.751783648,-2.702860133,6.049523005,1.93379966,-3.113680743,-5.192055682,1.655768401,5.570072785,-8.356494636,-7.291726881,5.415616118,1.377582201,3.271097903,2
9.490930158,-3.949812243,11.68686915,2.690746519,10.94025203,1.620308296,-2.313911582,4.25715736,-2.952159557,10.64522131,-1.169893823,-0.066692724,-1.749432793,-8.109619977,5.39811938,-3.417901789,5.883365956,-1.842393835,9.73270114,0.150569545,-1.033952375,1.000303662,2.710564729,11.46454449,-3.225958134,-5.489861193,-5.832641998,-9.00492592,7.475425066,7.403153588,8.362618758,-0.333711094,2.502313687,-7.686389043,-9.661144255,8.880917749,0.75406515,5.712564586,8.165017746,8.633029902,-1.302828333,-5.226495475,-6.57653015,-8.403763533,12.51767066,-1.222298002,4.743488559,-6.032805791,-2.817009101,2.214673797,0
7.622249357,-3.727447141,10.56253876,0.245436841,7.156658608,-0.070725385,0.818304616,0.086656985,-5.588149701,7.306660202,-1.553725796,-1.684144923,-6.98662136,-4.861976455,4.389577816,-8.566695415,5.686367047,-5.924654359,12.78757053,4.121543928,-8.340449069,1.920332265,-0.664210662,5.839463357,-1.751877498,-5.690649102,-3.185092565,-4.665680631,4.023766723,6.779407667,-0.701836462,0.715722986,0.248893574,-2.34148726,-9.071883272,1.135994657,0.663510968,4.331048342,9.761843149,3.276275027,-2.596587034,-8.84418111,-3.49804138,-6.593158527,9.364626262,-3.379038014,4.210639385,-5.824228359,-2.821677557,-0.510778272,0
1.831357436,10.29296446,11.29770695,4.94842684,-9.44351895,-7.422880861,-4.551117039,-5.441178027,-11.19853311,8.93326963,-7.617626635,-2.984282395,-6.468741855,8.923805365,5.292655892,-5.43197816,5.5288823,1.512066897,-0.43743406,10.01562811,-4.800442354,-0.882704074,-13.98756803,-5.365736799,8.293419203,-7.282730874,4.819815433,-3.935571406,-7.273447673,-5.984402943,-0.255852982,4.828552054,-5.447290603,3.21004039,5.59990098,-2.181257603,-0.704053092,-6.518763192,-0.784772132,6.370044482,-7.131667631,-0.699997245,-8.110976361,0.382090859,13.97315196,-7.003002816,-1.163234899,6.845728039,3.580009317,-2.209531178,2
-0.144193232,-2.303015533,-7.855026278,8.808729873,-0.183879257,-1.214284933,9.518005204,-5.331995372,8.28900816,2.77825627,-1.554046789,-9.982689933,-7.986428147,-0.626549212,-0.396618261,-1.122331716,7.468092981,-5.213988754,-10.49885786,1.363431332,10.67085424,-7.437668033,-3.317861973,-9.773360234,-0.564193023,9.735524043,-8.168009751,1.1114057,3.127645191,7.456364216,-9.03360226,4.07899623,-3.996750244,-7.225531573,2.606979033,9.672036576,-0.405439862,5.005004044,2.55210289,2.375959076,-8.675757021,1.543478744,2.081703647,0.85016794,0.52062734,5.514943707,8.449823953,4.244178334,8.398341397,0.846865486,19
-4.197707622,-7.50951283,4.619034539,9.77170543,-9.720361187,2.724490672,-5.044755001,-1.204595053,6.805303133,-7.809198971,6.211734267,3.40793506,6.319798464,7.750780399,4.79010647,-4.092952681,-6.551673646,-2.180952536,-3.67578705,8.646023442,14.02147297,-2.017189519,9.133411531,3.487408301,-2.648205336,-2.791258635,-0.276408581,9.380365219,-11.03722727,-4.120146236,5.178345661,-2.472284049,-6.546153228,1.112279317,-3.41255814,8.058348564,-10.65800746,1.583420299,-11.34235532,-5.376793968,-4.069177731,6.692869205,11.21554483,3.145761987,-5.150097192,-0.534606974,-0.447246816,10.89011423,5.829159009,6.186132123,10
-0.320587004,5.969100354,4.752631216,3.239806119,0.416054959,-10.27665443,7.713442864,-9.342042991,-8.264538889,-5.331957309,-2.518039624,-4.914187414,3.325409609,-8.734511383,-4.59405499,-12.43386657,-2.275224388,2.644890143,-7.225292372,9.193598783,-9.354721124,-0.548762858,8.948624802,-1.177162226,-12.6763545,1.655176649,-2.438546283,0.344102439,-4.649630235,3.904985792,9.418174016,-1.116230278,0.544516022,-6.236496199,1.941477567,-8.669746232,-2.133683761,0.637414559,10.84371039,3.895284008,0.253915751,7.298613506,9.890349693,-2.275909279,1.731946482,-9.528464077,-0.772720911,-0.638005912,-5.790711091,3.173903368,13
10.73249912,-1.299551389,-4.453990266,-0.254743187,5.174981444,-10.39677303,-1.310795843,-1.071201341,2.312076195,3.988684077,-3.844504622,7.720453329,-8.842290539,-5.724838464,4.647468255,9.427506673,2.092822066,-11.23310634,-4.690945109,-4.982019232,-2.348732263,-4.863673738,-5.358343089,1.715822378,-5.90889917,-1.59609438,-2.071115429,-3.326606099,-1.306192201,-1.679440747,3.710564753,1.682541472,-4.817790333,-3.385517963,4.369899785,2.597573291,13.06813029,-0.73296618,5.320669756,1.021197727,7.35997414,-1.750119464,8.809427167,-6.554884891,-9.27043438,-5.386910778,-3.17447828,-3.873152502,-7.056891147,-10.12662714,15
-0.036859632,7.194035049,-0.553459746,8.517292568,7.246555901,-6.569799593,-4.861490091,1.041274791,-7.69562289,-5.471770677,8.35346995,8.307228731,4.576349773,7.937700524,-8.375685782,-0.393058215,9.0328391,9.026694635,6.89939334,5.930746298,3.747935312,7.903171502,-5.253860709,-6.971489453,7.182521102,10.6194355,-10.25600075,-1.96205544,-4.365956785,-8.851980513,0.997922729,6.028803523,-1.351550204,-4.009309223,-7.15986663,1.612348987,-0.614832511,-5.878480767,-5.34862872,-4.642207729,-2.37400738,7.402570852,-8.557250754,7.110314291,-1.167708238,-0.012538703,-3.657803304,-6.37937477,2.066371054,-6.976626531,3
4.043482441,7.786522812,5.850563574,6.116202874,5.198420653,-10.49146869,2.823788654,-10.03006358,-6.716466935,-5.338446831,0.81915785,-0.689948061,6.017797059,-3.099695039,-4.902279826,-10.17631904,2.238866614,0.443182951,-4.744740673,8.533825313,-6.87544119,-2.266454565,5.733147162,-1.697548176,-12.49052932,-3.200105021,-5.989256708,1.121363916,-9.202656639,6.168493276,4.463740354,-5.908797361,3.079284606,-14.30150786,-5.808105369,-4.347280332,-1.634501651,-1.445957346,6.707321294,5.676398023,-2.860959997,3.571249279,8.104575031,-1.22352751,0.222591049,-5.657802246,-6.559173397,0.47899214,-6.414124705,1.425427619,13
-7.986543525,5.370343391,-9.230991129,-8.14720851,5.621070339,6.495253456,-8.721573791,1.599254819,-10.02003712,-6.215917984,-1.007693251,6.50839049,-8.838051918,-3.918188327,5.172425203,-4.163261128,5.91860847,-3.144092226,0.701805094,6.017737921,-4.088549619,-9.861926942,3.131252512,-10.38965903,-4.227028921,-8.511845999,-4.872084918,5.398412556,0.743382656,3.417583337,-9.934857699,4.749121224,12.67990768,8.429717797,-3.888440546,7.292475184,10.47656755,-0.676889453,-6.358469586,-8.249170547,0.117573185,2.865262614,3.167843745,3.105685145,-0.273467883,11.16536318,-4.906987061,-3.478312798,7.670155963,3.797490737,18
-8.965648513,-3.157308151,-5.92678596,-2.390129668,-2.137557381,-3.559290782,2.937114746,-9.626694274,7.404165351,-2.537384255,-12.2213266,-7.448736326,4.815717567,0.923282609,-7.280183877,9.800392265,-9.024267399,0.550267539,-1.70651282,-8.872041772,1.64834222,-9.557022734,8.514110481,-6.498718099,2.429504241,-7.652800637,3.674849513,3.717491438,-6.865734824,-6.847256416,11.25094484,10.43570894,3.999886712,-0.576811981,8.780382109,3.631002128,-5.544028644,4.735561495,-10.93877554,-3.376922352,-6.916525761,-8.718466208,6.582633628,9.224622266,-3.582275126,-11.33780115,-5.296281482,-4.617706417,4.422244825,4.414474621,16
0.23736771,-4.060162952,-7.098691634,13.49444865,1.761929427,2.351029663,5.180740283,-5.351191323,3.332486664,3.120271853,7.620603152,-13.15409434,-4.09477325,1.010896198,-4.390844392,-2.868033974,-0.881830792,-7.488597441,-8.361878762,-0.209989332,2.913842586,-3.197259973,0.233505914,-6.648651267,-0.905012174,10.18590252,-8.726292558,1.14146025,6.957731764,4.635699901,-6.785503652,-0.032094219,1.980901308,-3.710690359,-2.882615404,4.205740349,2.951606642,1.153645908,7.654123367,3.717428761,-10.7106349,1.315782192,2.117151959,6.647982636,0.484018507,7.826365901,4.112731431,4.447263997,3.918723163,3.081484864,19
12.11521272,-5.380983388,-2.948933799,-8.982950088,-3.40419249,5.466530722,-8.162289904,-10.05408415,-8.73239673,10.69012252,-10.88403547,0.166400731,-0.186790549,4.112970287,3.057217225,-2.3053728,-1.490242516,-12.49635128,8.816178176,-11.44794594,3.043915029,-4.693980708,9.251590543,0.828531395,2.208294147,3.596259398,-0.211348265,-9.184861417,-2.813035598,-2.501350759,7.926616903,3.744255772,-3.945575952,8.369498446,-8.699132763,0.08208725,-9.001580676,3.845500327,-7.993971946,-3.006460081,2.287084507,-10.11458592,10.10183772,11.36960031,9.654893872,5.465504543,4.066584992,-5.218586422,5.525402286,-2.761769882,14
8.159478669,-1.164766192,-2.184721368,13.22947148,-8.063402989,-4.008468996,-0.949186771,-6.869879294,0.954891464,2.665450496,-5.689218136,-4.457316804,10.61217907,-5.604384968,8.218887737,-5.129808047,10.06166425,11.79562268,1.98332383,-4.346254778,5.769819609,5.76927644,-11.32943846,1.530723226,8.371316942,-4.374269399,-4.384377975,3.547799896,8.234378684,-6.150225751,-3.315172623,8.012783118,-2.669060152,-5.712918255,8.768970421,-8.731396647,-7.136475146,2.631964811,5.402052713,9.10210652,-0.878495995,7.333721426,0.371384445,-0.749678837,7.75186841,10.42793612,-4.872265848,-4.674586841,1.648049263,4.771398665,1
6.556441813,1.502901286,-5.782834978,10.70371125,-3.31913705,-13.01399818,-3.688306323,-12.04501435,0.698386787,1.483894991,-1.968246053,-4.107358088,11.23827129,-6.091802339,4.658211693,-7.529012181,2.571007521,6.699944014,3.071474121,-6.555133509,7.968052306,4.224206724,-7.650781533,5.596224406,11.09851415,-4.755888109,-0.04555274,0.529310235,12.06515563,-8.612792532,-0.822962404,3.768306475,-0.914860707,0.762677717,5.15194555,-9.252854363,-11.20964338,-3.887310196,6.802340714,9.354348538,1.792604097,4.150510232,-1.603404409,5.04076401,7.304101047,12.13352206,0.469493941,-3.300097999,-2.443470678,5.647149883,1
6.61519982,-4.933612526,-6.583241796,10.32857111,-7.689823346,-0.132056476,7.566036378,5.149495009,11.16397753,3.220827833,-9.080729068,4.974308426,5.449202566,3.712953568,-1.99897799,8.567628428,7.169737237,9.76645766,4.791203028,9.696620052,1.027711403,7.987858376,2.999376816,-2.875688844,2.547036227,6.86602442,-0.18560094,6.628809396,-10.76163572,9.767330479,-9.129628316,4.54409342,7.940333215,-8.869303949,-6.394835352,-6.177810031,4.440696901,11.44168016,-6.694252068,-5.863365368,-1.328622992,-8.510378898,-1.067238718,3.291000879,-4.72065837,1.736471912,5.991325747,2.614615459,2.783327019,-3.193454228,8
-5.613194722,-1.014422639,-7.93838611,-5.878719672,2.011505504,2.537165613,-4.819415489,-1.249920549,-10.32972221,-2.873025171,-5.550244156,8.388011919,-3.261543819,-4.363012976,7.9407899,-5.316664529,5.215678308,-1.128390832,10.88209159,7.904394087,-4.750001959,-5.631884662,1.266323692,1.500748454,-3.811270397,-9.711877421,-0.521842234,1.30979221,2.54824848,5.786343327,-7.837821478,4.921970513,12.83905248,9.704188618,-4.065125802,10.13931658,8.740802458,-3.877693537,-7.954034306,-4.839808813,-2.988017315,-2.249566941,-1.373136927,-1.157401456,0.110915391,1.671819653,-3.629284423,-0.423777487,-4.454210553,3.932343132,18
2.148310234,6.948180187,7.165525787,-9.602658034,-8.341099908,-7.209035082,-6.446124033,10.66306627,-0.980042775,3.589730411,10.9120319,-5.622357474,2.259646991,-5.517288414,-8.863003518,-2.403477795,-1.646644389,-2.472228114,5.510308779,-9.217145632,-4.317346814,2.025681739,-3.286707063,-10.12327883,-2.75444293,1.022835873,-2.217582007,-4.964734086,-7.981817599,3.584916293,9.975757158,-2.138371444,0.710173405,-6.248238055,1.773543997,-3.51356866,7.84402168,3.165796743,5.880432349,8.441870969,-1.52239329,-3.600814177,-0.975585247,4.172459374,3.694378928,8.784381457,1.909913451,-4.560544987,7.683178727,-5.077170085,5
10.56668865,-10.46097618,6.303980988,-2.074579441,4.564902844,-0.811861354,-1.807496963,3.906452175,-1.161010793,5.071170406,-0.428362154,4.241009672,-4.470558542,-7.925982935,11.5022187,-2.7214604,5.921305812,-5.594085796,8.663717379,-3.36318968,-2.084229215,3.045030341,0.834249022,9.242151577,-2.099737451,-5.669540359,-5.103876036,-1.414006866,8.865920967,5.892185896,4.687057457,1.519441611,5.321642008,-1.779466525,-7.807494626,0.893921907,-0.396695234,4.923883901,9.003271996,5.854673761,3.259184408,-6.946345673,-3.197274947,-4.359191757,9.29177014,-3.057751238,7.71224637,-10.64745323,-4.661648328,3.952878235,0
-5.105056521,3.765038115,-4.273672507,0.776766443,6.313409083,8.839440688,1.391363971,-1.590573125,11.17408713,-8.812321858,-2.604727518,-7.360737134,-3.041721767,0.785273317,-0.000782697,7.915295562,6.534118849,-4.204354438,-7.110646299,-2.494854951,0.386941636,3.530822984,5.838449574,0.810572525,-5.212239424,2.52921158,-3.570578345,-3.798224822,0.38307058,-13.26644074,-8.210486977,-0.888058793,-2.584230996,-0.037534415,1.446974616,2.116904743,-5.513657956,12.02190539,-4.854140021,-7.628283227,-2.866428484,-10.99695282,0.369287379,-8.853015137,-1.742083128,-11.92201188,1.870165685,11.37022322,3.953179234,6.583184468,12
1.874427677,-0.366710341,-6.613753495,0.533557264,3.469711471,3.311865424,-4.465102157,0.809418449,-2.470622701,6.366117182,0.352626718,-7.333118062,2.230920535,-6.660201063,-4.83446592,1.551191457,8.514645842,-1.347883551,-4.769461451,-3.532321043,0.030839663,11.27307327,-1.123233074,-5.456964888,-17.39990994,2.504521084,1.446393207,-8.803931849,0.28245056,5.252355388,8.044510783,-0.987945061,-9.095288624,4.19928032,-5.062361185,-8.795234768,-2.865938972,-2.108413848,-7.652042294,-1.676066599,-9.334405569,9.110081958,7.990466227,9.772617011,-8.952062225,-3.755871486,-15.44325001,3.807887163,-11.40207993,1.687974482,9
-1.391726348,3.164068204,-7.651925796,-5.451699543,3.864935116,3.670022192,-6.428070535,0.237362518,-11.24229338,-4.909061354,-4.114977103,6.835924186,-5.733332501,-0.934093408,5.514626559,-9.626507044,3.161308185,-6.74900615,-0.545793399,6.597161617,-5.710565472,-5.060705407,3.576043416,-2.33632926,-5.700138141,-6.000350926,-1.476059524,9.332961853,-3.957053921,3.29027476,-8.585440485,8.614050634,13.75980619,5.540342673,-6.684543053,12.53408631,12.26047645,-5.348432391,-8.961176898,-4.319607983,2.313822191,-1.299336743,1.942364976,3.89567674,0.464799143,9.718099587,-7.728314551,-1.531033072,-6.782230322,2.761655244,18
-4.37513084,-7.940631641,-3.024863578,6.375264985,-10.33043456,4.615282385,-11.15422053,-2.145980025,2.165912876,-4.519503051,8.529074775,0.638696561,3.544037952,2.506525376,-3.217175386,2.895315977,-11.8524847,-3.983538252,-6.573902028,8.483841758,5.8699194,-6.269119095,6.269377246,-2.963834551,-3.656162917,-1.680774578,3.635382677,6.422705226,-8.869928268,-2.039370369,9.382929076,2.757690071,-4.20398417,6.451779282,-6.0545152,6.536848113,-12.22873841,6.812805383,-6.701320351,-10.96641792,-4.487492827,5.279060183,6.861227983,4.382458607,-6.298074931,-5.977656999,-2.88955748,11.48387662,6.984370539,7.170553709,10
5.494157232,-4.65910407,10.912054,-7.104965305,-10.25760745,-1.735561857,-7.355035003,1.117891384,7.094438103,2.65607919,-10.46592395,7.866963216,-6.383347967,3.141421069,-5.497031164,13.10051843,5.173359483,6.576933312,7.831592966,-2.319054555,1.772085042,-1.211990902,4.186142461,-3.014555948,-0.121480515,6.873025212,-7.977315555,5.028245694,-1.53530499,-4.73216329,-14.59482387,1.961669531,-7.218402006,0.75699463,-2.966372852,3.789300532,-7.204345896,3.993789668,8.605729258,-12.26931517,-2.678162931,10.64320173,-8.655279922,-7.947941896,-1.551271372,2.902080736,0.565828387,1.904737544,-0.247212775,8.832542055,7
1.205736812,0.649479095,13.50874978,3.681390259,-11.38534346,3.405393922,9.050022974,-2.779701284,-0.888298009,-3.116252652,1.644592984,-3.40837294,5.390073179,-2.456905163,-0.660928031,6.559778476,-7.659600294,0.219381603,-10.64132568,0.451973164,-10.18275965,11.47245204,-3.569016244,7.619245522,6.931632493,1.769286411,-14.22275824,2.457093552,-9.392992949,1.162701347,12.24724629,-2.860333894,1.42216382,4.069615978,14.55273174,-5.222640671,-8.016363414,6.422913736,2.286812476,-4.306463973,1.843099663,5.087007451,3.999054531,-1.406131782,-3.603848645,2.882464817,5.558817128,-4.871121563,-7.431750373,2.357354486,6
-9.630915019,-5.716909521,2.213291218,6.041858257,2.093372725,-6.34461185,2.195138803,8.813622374,-2.887957961,8.691547284,10.68367408,8.832859303,-3.878165362,-8.53101947,8.139529895,0.471135735,-7.175811144,-0.569862526,8.63247613,-4.300395293,-4.918163809,0.558817493,-8.199922248,-5.659083578,-2.419596379,1.174674883,-7.885921208,-0.498604334,-4.24724478,-1.752782543,3.195624727,-3.813061748,-4.903483623,-0.443613864,5.275798364,4.169087046,-10.2824536,-0.622635716,1.73808248,6.79247557,8.076435434,-7.283773397,2.710701267,-8.313378836,8.097526791,6.749192559,-1.315078149,10.07037645,11.74800392,-4.086414914,17
-2.243691368,-9.782609379,3.515319212,9.47718282,-7.360418464,5.161975261,-7.31949629,2.361184289,8.664403657,-2.142601724,11.14156333,3.252386922,8.07254076,7.627566011,-0.231007011,-1.005360893,-8.491980447,-3.423139426,-7.161697822,6.145671379,8.202669305,-8.47200192,9.455038372,-6.686182141,-2.689786358,-0.564950733,-0.381790885,3.198325424,-11.43758488,-7.655243143,10.12285344,-3.051976432,-6.972899969,4.557736915,-1.484358746,10.52643364,-8.12391124,0.341171943,-10.54788645,-11.98629428,-2.619750688,5.398182717,7.644997412,-2.272620963,-4.462950799,-5.165930618,-0.479355422,8.752997038,7.514670046,8.677024319,10
5.852041218,7.14205529,4.412163714,2.351916927,-11.35300969,-6.552186259,0.318717947,-9.355484493,-12.71081945,2.625993592,-7.528743001,-1.708429551,-7.999565233,7.060779038,14.63412646,-3.145753531,2.012762578,7.541209539,-0.976102276,8.053487595,-5.523555255,5.234410437,-14.06363794,-5.528083287,11.96883768,-5.646497839,4.749041617,-1.771183388,-9.92308813,-6.952295887,0.07344634,8.425056207,-9.370998076,4.721159431,2.690262659,-0.486634267,-1.590391638,-10.82119464,-2.676340177,5.412242465,-9.824888536,-1.161329578,-1.191539865,-0.185226514,8.744327101,-3.599897804,2.66991185,3.725540489,3.748873459,0.842591545,2
1.560026156,4.559724787,5.858343184,2.104987561,-6.761048667,6.678769441,12.92266947,-4.286239554,-4.327789988,-0.423887513,2.575733038,-1.68682579,3.34777675,-8.414854412,-2.108929223,4.022178453,-7.280139778,-0.319322683,-5.212552751,1.470757109,-11.26071987,5.864557233,1.666995278,4.268966533,5.821398883,6.255377189,-13.0578705,1.596303874,-11.16939323,2.692201282,7.419323468,-0.658654098,4.251822939,5.187697328,9.504835368,-2.038489132,-11.69526901,6.61686997,-1.339717554,-6.606503667,4.895711311,3.78179983,2.542125037,-3.875531434,-12.11874352,1.09082007,2.735020549,-0.640459339,-4.745658831,3.859815099,6
3.463158614,12.88988065,6.013520874,5.970383381,7.005196273,-4.807610513,9.817998483,-4.207998237,-6.937579956,-10.17698335,0.913296627,1.31177643,4.875790434,-3.520576599,-4.619762862,-11.25533564,0.892425756,2.964434127,-7.960297667,10.92391357,-5.97071897,0.367015069,8.469016141,-4.839671998,-9.835498007,-2.312280635,-6.07006338,3.476483392,-1.283663693,10.64729404,9.892081355,-4.146916675,2.219942249,-4.280127943,2.34184274,-6.998124284,-5.802392907,1.967001147,9.374249726,2.685204215,-7.281002026,7.126838013,4.83735421,-0.813463986,3.562605742,-0.538401962,-2.579780538,-1.025494926,-3.434333138,1.177207937,13
-11.93515271,-3.711710965,-4.286343896,1.359731503,-2.69716731,0.527889801,7.583143487,-9.036769028,9.151204455,1.041480759,-10.86389874,-6.892300271,7.562860796,4.140471766,-2.885010089,7.116918415,-4.783020192,1.05135074,-2.334215941,-2.102800037,3.978980226,-12.39874682,5.700811082,-3.631912619,2.086629522,-10.38607959,2.359708348,5.259687019,-8.272289259,-5.910600973,11.97335482,5.408464023,5.948446462,0.488909597,11.45840437,6.938025618,-7.269720066,2.420963659,-10.14540086,-2.978179557,-9.581734046,-9.962360177,6.41112838,12.43122814,-6.116967409,-11.06925127,-6.102985936,-3.260178602,2.777757021,6.868791822,16
5.15710175,-2.394175657,-6.080041351,12.15432398,6.533908678,0.248507124,-5.96391748,4.420280853,8.521129695,10.18778189,-1.077377104,-10.4522353,-12.20513173,5.869759606,4.33299201,-0.412966733,-9.238715646,-6.379837565,-1.814285439,4.639748627,-2.776161848,3.992208642,-0.794854734,3.493216121,-7.10273745,-6.144196287,5.234946878,-2.473826249,-10.11930363,11.26286486,9.710077324,2.022103453,9.607834644,0.168695405,-2.390237126,-6.284668552,4.719876419,-6.928148847,4.837221222,-1.565085577,4.675299021,0.619395011,4.254545009,5.738707025,8.692121562,-0.522429273,3.526984398,0.706002963,0.074380037,0.383647436,11
-12.78616556,4.509993842,-9.297802911,-0.938792698,6.70982761,0.115672763,-0.481322032,-5.651975008,10.17015266,-9.886279503,-4.795050893,-1.140789409,-3.191542176,-3.040201847,-3.696440418,11.48496315,0.720474217,-7.750598348,-7.971328937,-4.021325998,2.758942554,3.278681742,2.011305977,0.773754722,-2.977658344,5.133427088,-5.004891624,1.496482877,5.451360395,-9.79299803,0.57934052,-5.932320742,-3.446259145,1.083849655,0.10129574,2.616914344,-11.35643052,9.250520997,0.536181817,-3.402553485,-7.434000186,-6.560069576,0.210967785,-7.926367476,3.410587259,-7.919502751,-1.303734929,9.717258608,2.537247467,5.439268812,12
